Jump #,Date,Drop Zone,Aircraft,Gear,Jump Type,Exit Alt,Depl Alt,Altitude Unit,Dist to Target,Delay (s),Cutaway,Notes
1019,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1020,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1021,1990-01-29,,,Racer / Sabre 170,,7000,2200,Feet,0,30,No,
1022,1990-01-29,,,Racer / Sabre 170,,5000,2200,Feet,0,19,No,
1023,1990-01-29,,,Racer / Sabre 170,,9000,2200,Feet,0,41,No,
1024,1990-01-29,,,Racer / Sabre 170,,9000,2200,Feet,0,41,No,
1025,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1026,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1027,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1028,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1029,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1030,1990-01-29,,,Racer / Sabre 170,,12000,2200,Feet,0,58,No,
1031,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1032,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1033,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1034,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1035,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1036,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1037,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1038,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1039,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1040,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1041,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1042,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1043,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1044,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1045,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1046,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1047,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1048,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1049,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1050,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1051,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1052,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1053,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1054,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1055,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1056,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1057,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1058,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1059,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1060,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1061,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1062,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1063,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1064,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1065,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1066,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1067,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1068,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1069,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1070,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1071,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1072,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1073,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1074,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1075,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1076,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1077,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1078,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1079,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1080,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1081,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1082,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1083,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1084,1990-01-29,,,Racer / Sabre 170,,9000,2200,Feet,0,41,No,
1085,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1086,1990-01-29,,,Racer / Sabre 170,,4500,2200,Feet,0,16,No,
1087,1990-01-29,,,Racer / Sabre 170,,5500,2200,Feet,0,21,No,
1088,1990-01-29,,,Racer / Sabre 170,,5500,2200,Feet,0,21,No,
1089,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1090,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1091,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1092,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1093,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1094,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1095,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1096,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1097,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1098,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1099,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1100,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1101,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1102,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1103,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1104,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1105,1990-01-29,,,Racer / Sabre 170,,6000,2200,Feet,0,24,No,
1106,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1107,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1108,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1109,1990-01-29,,,Racer / Sabre 170,,10000,2200,Feet,0,47,No,
1110,1990-01-29,,,Racer / Sabre 170,,8000,2500,Feet,0,34,No,
1111,1990-01-29,,,Racer / Sabre 170,,11000,2500,Feet,0,51,No,
1112,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1113,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1114,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1115,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1116,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1117,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1118,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1119,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1120,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1121,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1122,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1123,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1124,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1125,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1126,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1127,1990-01-29,,,Racer / Sabre 170,,9000,2200,Feet,0,41,No,
1128,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1129,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1130,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1131,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1132,1990-01-29,,,Racer / Sabre 170,,11500,2200,Feet,0,56,No,
1133,1990-01-29,,,Racer / Sabre 170,,10500,2200,Feet,0,50,No,
1134,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1135,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1136,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1137,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1138,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1139,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1140,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1141,1990-01-29,,,Racer / Sabre 170,,16500,2200,Feet,0,84,No,
1142,1990-01-29,,,Racer / Sabre 170,,9500,2200,Feet,0,44,No,
1143,1990-01-29,,,Racer / Sabre 170,,5000,2841,Feet,0,15,No,
1144,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1145,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1146,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1147,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1148,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1149,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1150,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1151,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1152,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1153,1990-01-29,,,Racer / Sabre 170,,14500,2200,Feet,0,73,No,
1154,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1155,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1156,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1157,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1158,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1159,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1160,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1161,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1162,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1163,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1164,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1165,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1166,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1167,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1168,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1169,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1170,1990-01-29,,,Racer / Sabre 170,,15000,2200,Feet,0,75,No,
1171,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1172,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1173,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1174,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1175,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1176,1990-01-29,,,Racer / Sabre 170,,4500,2200,Feet,0,16,No,
1177,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1178,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1179,1990-01-29,,,Racer / Sabre 170,,14000,2200,Feet,0,70,No,
1180,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1181,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1182,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1183,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1184,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1185,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1186,1990-01-29,,,Racer / Sabre 170,,13000,2200,Feet,0,64,No,
1187,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1188,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1189,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1190,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1191,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1192,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1193,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1194,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1195,1990-01-29,,,Racer / Sabre 170,,10500,2200,Feet,0,50,No,
1196,1990-01-29,,,Racer / Sabre 170,,9500,2200,Feet,0,44,No,
1197,1990-01-29,,,Racer / Sabre 170,,11500,2500,Feet,0,54,No,
1198,1990-01-29,,,Racer / Sabre 170,,10500,2500,Feet,0,48,No,
1199,1990-01-29,,,Racer / Sabre 170,,13000,2200,Feet,0,64,No,
1200,1990-01-29,,,Racer / Sabre 170,,13000,2200,Feet,0,64,No,
1201,1990-01-29,,,Racer / Sabre 170,,13500,2200,Feet,0,67,No,
1202,1990-01-29,,,Racer / Sabre 170,,13000,2200,Feet,0,64,No,
1203,1990-01-29,,,Racer / Sabre 170,,11500,2500,Feet,0,54,No,
1204,1990-01-29,,,Racer / Sabre 170,,10500,2500,Feet,0,48,No,
1205,1990-01-29,,,Racer / Sabre 170,,13500,2500,Feet,0,65,No,
1206,1990-01-29,,,Racer / Sabre 170,,13500,2500,Feet,0,65,No,
1207,1990-01-29,,,Racer / Sabre 170,,12500,2500,Feet,0,60,No,
1208,1999-03-20,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,2-way w/Joanne
1209,1999-05-07,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,9-way
1210,1999-05-07,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Randy/Neil/Helaine
1211,1999-05-09,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way w/Mary/Brian/Randy/Jane/Gregory
1212,1999-05-09,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way repeat
1213,1999-05-09,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,11-way
1214,1999-05-09,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,12-way!
1215,1999-05-15,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way
1216,1999-05-15,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1217,1999-05-15,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,9-way
1218,1999-05-15,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,10-way
1219,1999-05-15,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,9-way
1220,1999-05-15,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,11000,2500,Feet,0,51,No,10-way
1221,1999-05-23,Mile-Hi,Twin Otter,Racer / Sabre 170,Hop and Pop,2500,2243,Feet,0,4,No,
1222,1999-05-30,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Neal/Randy/Dave
1223,1999-05-30,Mile-Hi,King Air,Racer / Sabre 170,RW,9000,2500,Feet,0,40,No,4-way
1224,1999-05-30,Mile-Hi,King Air,Racer / Sabre 170,RW,10500,2500,Feet,0,48,No,4-way
1225,1999-05-30,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Annie/Mike/Neal
1226,1999-06-05,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,3-way w/Courtney/Brian
1227,1999-06-05,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,3-way w/Courtney/Brian
1228,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1229,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1230,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1231,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1232,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1233,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,10-way
1234,1999-06-19,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,14-way
1235,1999-06-20,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way / Kendra's 200th
1236,1999-06-20,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,2-way w/Joanne - fun!
1237,1999-07-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Courtney/Brian
1238,1999-07-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/C/B/R
1239,1999-07-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/N/R/B
1240,1999-07-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way
1241,1999-07-03,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way
1242,1999-07-10,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,5-way
1243,1999-07-10,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,9-way
1244,1999-07-10,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1245,1999-07-10,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1246,1999-07-11,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Gregory/Neil/Brian
1247,1999-07-11,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way w/Alan
1248,1999-07-11,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way
1249,1999-07-11,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,5-way
1250,1999-07-11,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,8100,2500,Feet,0,35,No,6-way
1251,1999-07-24,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Brian
1252,1999-07-24,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way
1253,1999-07-24,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way
1254,1999-07-24,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way
1255,1999-07-31,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,11-way ""big-way""
1256,1999-08-07,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way zoo
1257,1999-08-07,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way
1258,1999-08-07,,,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,3-way
1259,1999-08-07,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,6000,2500,Feet,0,23,No,3-way
1260,1999-08-14,Elsinore,Twin Otter,Racer / Sabre 170,RW,13000,2500,Feet,0,62,No,11-way
1261,1999-08-22,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way w/Jay
1262,1999-08-22,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1263,1999-08-22,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1264,1999-08-22,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1265,1999-08-22,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,8-way
1266,1999-08-22,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,7-way
1267,1999-09-05,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,10-way ""big-way""
1268,1999-09-05,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,9-way ""big-way""
1269,1999-09-05,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,12-way ""big-way""
1270,1999-09-05,Mile-Hi,King Air,Racer / Sabre 170,RW,14000,2500,Feet,0,68,No,11-way ""big-way""
1271,1999-10-23,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,2-way w/Jay
1272,1999-10-23,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,5-way
1273,1999-11-06,Calhan,Caravan,Racer / Sabre 170,RW,11000,2500,Feet,0,51,No,10-way
1274,1999-11-06,Calhan,Caravan,Racer / Sabre 170,RW,11000,2500,Feet,0,51,No,6-way
1275,1999-11-13,Mile-Hi,,Racer / Sabre 170,Sit-Fly,12500,2500,Feet,0,60,No,
1276,2000-01-15,Mile-Hi,King Air,Racer / Sabre 170,RW,13500,2500,Feet,0,65,No,11-way zoo! / Todd's 10-year sober
1277,2000-02-05,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4/3-way (fell off: frap hat & glove problem)
1278,2000-02-05,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Courtney/Brian/Randy
1279,2000-02-05,Mile-Hi,King Air,Racer / Sabre 170,RW,10500,2500,Feet,0,48,No,4-way
1280,2000-02-05,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way / 9 points in time!
1281,2000-02-13,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Brian/Neil/Courtney
1282,2000-05-07,Mile-Hi,King Air,Racer / Sabre 170,Freestyle,11500,2500,Feet,0,54,No,
1283,2000-05-21,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,2-way w/Robyn
1284,2000-05-21,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Robyn/Shinji/Brick
1285,2000-05-21,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,3-way w/Robyn/Shinji
1286,2000-06-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way
1287,2000-06-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,9-way
1288,2000-06-03,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,6-way
1289,2000-06-03,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,4-way w/Karen/Brian
1290,2000-06-03,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,12-way
1291,2000-06-11,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,14-way w/ScottyCarbone
1292,2000-07-16,Brush,Caravan,Racer / Sabre 170,RW,10500,2500,Feet,0,48,No,5-way / 1st jump at Brush!
1293,2000-07-16,Brush,Caravan,Racer / Sabre 170,RW,11000,2500,Feet,0,51,No,HOT 4-way w/Steve/Wendy/Jay
1294,2000-07-16,Brush,Caravan,Racer / Sabre 170,RW,11500,2500,Feet,0,54,No,4-way
1295,2000-07-16,Brush,Caravan,Racer / Sabre 170,RW,13000,2500,Feet,0,62,No,4-way
1296,2000-09-10,Mile-Hi,Skyvan,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,20-way
1297,2000-09-10,Mile-Hi,Skyvan,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,20-way
1298,2000-09-10,Mile-Hi,Skyvan,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,20-way
1299,2000-09-10,Mile-Hi,Skyvan,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,20-way
1300,2000-09-10,Mile-Hi,Skyvan,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,Magic Carpet 8-way
1301,2000-09-16,Mile-Hi,Twin Otter,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,Swoop Jill's tandem
1302,2000-09-27,Mile-Hi,Cessna 206,Racer / Sabre 170,RW,10500,2500,Feet,0,48,No,Dennis' 1st tandem!
1303,2000-10-25,Mile-Hi,Cessna 206,Racer / Sabre 170,Freestyle,10500,2500,Feet,0,48,No,Solo / Connie's 1st tandem!
1304,2000-12-23,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,Jill's Level 8-1 (1st solo)
1305,2001-01-21,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,Jill's Level 8-6
1306,2001-01-21,Mile-Hi,King Air,Racer / Sabre 170,RW,12500,2500,Feet,0,60,No,Jill's Level 8-7
